index_raw	name	type	typecode	address	pname	cityname	adname	timestamp	longtitude	latitude
983	???????	????;??;??	170200	???????????1????	7	???	???	8/6/2019 14:08	119.6966156	32.19102621
984	??????????????	????;??;??	170200	??????27?	7	???	???	9/2/2019 19:19	120.9225467	31.64499469
985	????????????	????;????;????	170000	???137?	7	???	???	8/2/2019 17:39	118.864157	32.03321349
986	???????	????;??????;????	60501	????150?	7	???	???	8/2/2019 11:28	120.6564818	31.21429719
987	????????????	????;??;??	170300	????796???????200?	7	???	???	9/14/2019 18:20	118.6611939	34.04225002
988	????????????	????;????;????	170000	???	7	???	???	8/30/2019 18:06	118.9348122	32.07232406
989	???????	????;??;??	170300	???	7	???	???	8/2/2019 9:50	119.5127526	31.73794122
990	????????	????;????;??????	60703	???????????(?????22?)	7	???	???	8/15/2019 11:22	119.4549616	32.38203078
991	??????????????	????;??;??	170200	????????????????	7	???	???	8/22/2019 16:51	120.4068364	32.31774762
992	????????????	????;??;??	170200	328???50?	7	???	???	8/16/2019 12:37	119.7258698	32.49021576
993	????	????;????;????	170000	????????	7	???	???	8/2/2019 14:38	120.6561964	31.21401186
994	????????????	????;??;??	170200	??????????(?????)	7	???	???	8/30/2019 10:47	119.0483287	31.67879327
997	???????????	????;??;??	170200	???204????	7	???	???	9/2/2019 15:04	120.6188764	32.1309074
998	???????????	????;??;??	170200	???????????????	7	???	???	8/16/2019 20:04	119.8525161	33.45118875
999	??????????	????;??????;????????	170400	???18???	7	???	???	8/15/2019 14:10	120.1796941	31.66089128
1000	???????????(????)	????;??????;??	170404	204????	7	???	???	9/16/2019 17:28	120.6378327	32.14656836
1001	????????????	????;??;????	170204	?????50?	7	???	???	9/16/2019 17:01	118.9063783	31.63288596
1002	??????????????	????;??;????	170204	??????????	7	???	???	8/29/2019 11:05	118.9957834	31.62722535
1003	????????	????;??;??	170300	????100?	7	???	???	8/1/2019 15:38	118.3935745	33.78020729
1005	??????????????	????;????;????	170000	?????106??????150?	7	???	???	8/27/2019 20:49	118.8793458	31.62469364
1006	??????????????	????;??;??	170200	[]	7	???	???	9/10/2019 13:31	120.6501851	32.2089293
1007	????????????	????;??;??	170200	????????????50?	7	???	???	8/21/2019 11:11	118.8865434	31.57445036
1008	??????????????	????;??;????	170204	????????????150?	7	???	???	8/12/2019 14:03	118.9871197	31.6305487
1009	???????????????(???)	????;??;????	170204	??????2?	7	???	???	9/2/2019 15:26	118.8876867	31.57569775
1010	???????????	????;????;??????	60703	???????????200?	7	???	???	8/6/2019 12:46	118.7979411	32.0131004
1011	??????????	????;??;??	170200	????88?	7	???	???	8/20/2019 13:10	119.4873085	32.20715134
1012	????	????;????;????	170000	???????????????100?	7	???	???	8/6/2019 13:42	119.0611422	31.28768794
1014	??????????	????;????;????	170000	????150???	7	???	???	8/15/2019 11:58	120.6559189	31.21452613
1015	???????	????;??;??	170300	[]	7	????	???	8/27/2019 10:10	118.8231504	34.51828296
1016	?????????	????;??;??	170300	Z03????????150?	7	???	???	8/7/2019 15:57	117.5526152	34.28192434
1017	????????	????;??;??	170200	??????	7	???	???	9/17/2019 13:12	119.5462227	32.12264659
1018	?????????????	????;??;??	170300	???????????100?	7	???	???	8/20/2019 1:48	118.7296824	32.24005308
1019	???????????	????;??;??	170200	307???50?	7	???	???	9/16/2019 17:44	117.3781871	34.23317857
1020	??????	????;????;????	170000	??????19?	7	???	???	8/15/2019 9:30	120.3847645	31.83967751
1021	???????????	????;??????;??????	70000	????????????	7	???	???	9/10/2019 11:40	120.2219682	31.84480451
1022	??????????	????;??????;??????	70000	?????328???????50?	7	???	???	9/2/2019 22:04	120.3284829	32.50031139
1023	????????	????;????;????	60704	???????????	7	???	???	8/31/2019 20:36	117.1869831	34.21137446
1024	??????????	????;????;??????	60703	???????229????????????	7	???	???	9/15/2019 10:31	120.0939424	33.0709384
1027	?????????????	?????????;????;??????	130100	?????745??????100?	7	???	???	8/16/2019 17:00	118.9682531	34.31019993
1028	????????????????	????;????;????	170000	311?????????????	7	???	???	8/27/2019 11:08	117.0962774	34.26859319
1030	??????????(????????)	????;????;????	60700	?????????	7	???	???	8/26/2019 12:57	120.09767	33.09399642
1033	?????????????	????;????;????	170000	????50?	7	???	???	8/15/2019 16:42	120.205468	32.27335102
1034	????	????;????;??????	60703	???18???90?	7	???	???	8/28/2019 13:10	118.3614657	34.38197854
1038	???????????????	????;??;??	170200	????????88?	7	???	???	8/27/2019 17:18	120.5250491	32.38520249
1039	?????????(???)	????;??;??	170200	??????10????16?	7	???	???	8/19/2019 17:41	121.103202	31.45054117
1040	??????????????	????;??????;??????	60600	???50???90?	7	???	???	8/27/2019 12:05	119.5673882	32.42871425
1043	???????	????;??????;??????	60000	???14???	7	???	???	8/28/2019 13:48	118.8873209	31.57225082
1044	?????????(????)	????;??????;??????	60000	????????????200?	7	???	???	8/28/2019 11:11	119.3211447	33.25143068
1045	?????	????;??????;??????	60000	????????????100?	7	???	???	9/11/2019 21:44	117.8266564	34.56696588
1046	??????????	?????????;????;??????????	130104	????16?	7	???	??	8/27/2019 17:18	116.9349553	34.73143255
1047	???????????	?????????;????;??????????	130104	????16?	7	???	??	8/28/2019 11:59	116.9349553	34.73143255
1048	???????????	?????????;????;??????????	130104	???????309?	7	???	??	9/3/2019 15:05	116.5924597	34.69545011
1051	??????????????????	?????????;????;??????????	130105	??????181	7	???	????	9/11/2019 9:15	119.1790327	33.62857616
1052	??????????????	????;????;????	170000	?????(?????????)????	7	???	???	9/11/2019 12:41	119.6964157	32.19212269
1053	???????????	????;????;??????	60703	???????????150?	7	???	???	8/15/2019 12:32	119.7894044	33.4701938
1054	???????????????	?????????;????;??????	130100	????153?	7	???	???	8/30/2019 11:01	119.0209819	33.62576987
1055	?????????	????;????;??????	60703	???65??	7	???	???	9/9/2019 16:46	120.2405056	31.85763746
1056	?????????????	?????????;?????????;?????????	130000	????????????100?	7	???	???	8/23/2019 12:06	118.8089952	31.3330955
1057	???????????	????;??;??	170200	203???150????????????????	7	???	???	8/26/2019 19:32	119.8981411	31.49536913
1060	????????????	?????????;????;??????????	130105	???142???	7	???	???	8/15/2019 18:52	119.6275367	31.27376573
1064	?????????????	?????????;????;??????????	130104	????116???	7	???	???	8/23/2019 23:52	120.0133751	32.17534439
1065	????????????	?????????;????;??????????	130105	????????	7	????	???	8/31/2019 21:36	119.4447009	34.28942286
1066	???????????????	?????????;????;??????????	130104	?????????????150?	7	???	???	8/16/2019 16:44	117.1156019	34.32888205
1067	?????????????	?????????;????;??????????	130104	????????	7	???	???	8/16/2019 16:43	117.6888674	34.27333018
1068	????????????	?????????;????;??????????	130105	???40???	7	???	???	9/1/2019 0:05	119.5146857	32.82986255
1069	?????????????	?????????;????;??????????	130104	????60?	7	???	???	8/20/2019 1:07	120.2789646	31.91979975
1071	????????????	?????????;????;??????????	130104	?????????????150?	7	???	???	9/11/2019 21:10	119.8136843	31.3484863
1072	????????????	?????????;????;??????????	130104	???45?2?	7	???	???	8/16/2019 16:55	119.8345476	32.9398932
1073	????????????	?????????;????;??????????	130103	???????116?	7	???	????	9/3/2019 15:56	119.019684	33.58938808
1074	????????????	?????????;????;??????????	130104	????76?	7	???	???	8/16/2019 12:42	119.8371901	33.99531569
1075	?????????????	?????????;????;??????????	130105	203???150?	7	???	???	8/16/2019 11:48	119.8981251	31.49536913
1076	?????????????	?????????;????;??????????	130104	????181?	7	???	???	8/16/2019 16:45	119.1322172	33.51058158
1077	?????????????	?????????;????;??????????	130104	?????50?	7	???	???	9/6/2019 15:07	119.7976528	33.80049119
1079	?????????????????	?????????;????;??????????	130105	????50?	7	???	???	9/7/2019 14:10	119.8568503	31.25995886
1080	????????????????	?????????;????;????????????	130106	???118???	7	???	???	8/28/2019 16:41	119.8604699	31.43939954
1089	????????????????	?????????;????;??????????	130104	???16????	7	???	???	9/11/2019 9:40	118.3470892	34.37832739
1090	????????????????	?????????;?????????;?????????	130000	????34???	7	???	???	8/21/2019 13:39	120.0134788	32.17549211
1091	???????????????	?????????;????;??????????	130105	332???50?	7	???	???	8/16/2019 16:56	120.2284063	33.06187648
1092	??????????????	?????????;????;??????????	130104	?????50?	7	???	???	8/16/2019 16:46	119.2763446	33.78061041
1093	????????????????	?????????;????;??????????	130104	????181?	7	???	???	9/17/2019 14:49	119.1322172	33.51058158
1094	??????????????	?????????;????;??????????	130105	?????????????100?	7	???	???	8/20/2019 23:53	117.3028836	34.43845164
1095	?????????????????????	?????????;????;??????????	130105	???????????100?	7	???	???	9/2/2019 18:13	117.3719584	34.13606726
1096	??????????????	?????????;????;??????????	130105	?????	7	???	???	8/22/2019 16:02	117.4778154	34.0856185
1097	????????????????	?????????;????;??????????	130104	????73?	7	???	???	9/11/2019 19:05	118.0400699	34.33402517
1098	??????????????	?????????;????;??????????	130104	????50?	7	???	???	8/16/2019 16:40	117.9289447	33.89713256
1099	????????????????	?????????;????;??????????	130104	????????????50?	7	???	???	8/16/2019 12:35	121.1749732	31.89694781
1100	?????????????????	?????????;????;??????????	130104	???7?	7	???	???	8/16/2019 12:00	120.6421884	31.15913124
1102	???????????????????	?????????;????;??????????	130105	????50?	7	???	???	8/26/2019 11:22	118.2227591	34.24589641
1103	???????????????	?????????;?????;??????	130506	???????????200?	7	???	???	8/7/2019 11:27	119.6323504	33.61684054
1104	??????????????????	?????????;????;??????????	130104	????177?	7	???	???	8/16/2019 16:47	119.1392314	33.51422154
1106	???????????	????;??;??	170200	????100?	7	???	???	9/16/2019 16:32	121.0917794	31.85168658
1107	??????????	????;??????;??????	70000	204???713??????50?	7	???	???	9/12/2019 19:25	120.7867622	31.59011728
1112	???????????	????;??;??	170200	???	7	???	???	8/27/2019 17:15	121.0867605	31.57853976
1113	???????????????????	?????????;????;??????????	130105	332???50?	7	???	???	8/16/2019 16:56	120.2284053	33.06187847
1114	??????????????????	?????????;????;??????????	130104	????????????	7	???	???	8/16/2019 12:41	119.5709531	34.20218709
1115	????	????;??;??	170200	???58???	7	???	???	9/11/2019 14:37	120.3784572	31.61780575
1116	?????	????;??????;??????	60000	????????????	7	???	???	8/26/2019 21:32	119.7975695	33.80052604
1117	????????	????;??????;??????	60603	????????????	7	???	???	8/31/2019 19:46	120.2434528	32.25109799
1120	???????	????;??????;??????	70000	???????378?(??????)	7	???	???	8/29/2019 12:28	118.9911943	31.6152414
1121	???????(???)	????;??????;????	60305	???????????100?	7	???	???	8/31/2019 17:55	117.1172202	34.36533222
1125	????????	????;????;??	60400	??????????????	7	???	???	9/3/2019 23:15	120.4744731	32.67465451
1126	????	????;??????;??????	60603	?????????????	7	???	???	8/21/2019 11:11	118.8868855	31.57412953
1130	?????????????	????;??????;??????	70000	??????	7	???	???	8/26/2019 12:28	120.9012905	31.30155604
1131	???????????	????;??;??|????;??????;????????	170200|170400	???????	7	???	???	9/6/2019 17:11	117.2505384	34.10183726
1132	??????	????;??????;??????	60000	????????????????????	7	???	???	8/26/2019 9:51	117.3034531	34.43940403
1133	??????	????;????/???;????/???	60200	682????????????	7	???	???	8/22/2019 10:09	117.1178024	34.3284154
1135	?????????	????;??????;??????|????;??;????	060603|170202	???????	7	???	???	9/13/2019 12:07	120.071729	31.82571951
1136	????	????;????/???;????/???	60200	???????????100?	7	???	???	9/9/2019 15:07	117.1175283	34.36577229
1137	????(???)	????;????;??	60400	?????????????50?	7	???	???	9/16/2019 16:41	117.3026561	34.43919958
1139	????	????;??????;??????	60600	???????????100????????????????????????	7	???	???	8/29/2019 10:31	117.3724587	34.13622372
1146	????	????;??????;??????	60000	?????????????100?????????????????	7	???	???	8/20/2019 11:18	117.3028497	34.43831978
1152	???(????)	????;?????;?????	60900	???116???	7	???	????	8/6/2019 13:08	119.0198046	33.58945272
1155	????	????;??????;??????	60301	?????????????200?	7	???	???	9/16/2019 11:44	117.3726969	34.13125694
1156	????????????????????	?????????;????;??????????	130104	????????????50?	7	???	???	8/16/2019 12:35	121.1749732	31.89694781
1157	????????????	????;????;??????	60703	335???50?	7	???	???	8/30/2019 11:14	121.1391695	32.05163626
1160	????????	????;??;??	170300	???	7	???	???	8/16/2019 12:01	120.4409394	32.33478744
1230	???????	????;????;????	170000	???????	10	???	???	8/15/2019 11:09	119.9324516	30.2845345
1231	??????????	????;??;??	170200	????????5?	10	???	???	9/6/2019 17:01	120.2977716	30.47152692
1232	?????	????;????;????	170000	???	10	???	???	9/6/2019 18:39	119.5268302	30.57594339
1233	??????????	????;??;??	170300	???????????26?	10	???	???	9/6/2019 17:31	121.8780431	29.44224668
1234	?????	????;????;????	170000	028???150?	10	???	???	8/15/2019 14:02	120.1310109	29.67254287
1235	?????	????;??;??	170300	317???100?	10	???	???	8/1/2019 17:41	120.2589532	29.83391446
1236	?????	????;????;????	170000	??????	10	???	???	8/3/2019 16:03	120.5482087	27.79507007
1237	??????	????;??;??	170200	???	10	???	???	8/2/2019 17:27	120.9143789	30.14268543
1238	????????	????;????;????	170000	322???150?	10	???	???	8/24/2019 12:53	120.9236688	28.89034876
1239	????????	????;??;??	170300	[]	10	???	???	8/30/2019 13:19	119.9035053	30.84389097
1240	????????	????;??;??	170200	????224???????100?	10	???	???	8/15/2019 14:03	121.4063092	29.10164093
1241	????????	????;????;????	170000	?????	10	???	???	8/15/2019 12:42	119.6687194	30.89696727
1242	????????(???)	????;??;??	170300	???????	10	???	???	8/1/2019 14:12	121.4054569	29.10132288
1243	?????	????;????;????	170000	????????38?????????????(?????????????)	10	???	???	8/15/2019 17:49	120.2356498	29.76038776
1244	????????	????;??;??	170300	????150?	10	???	???	8/29/2019 16:36	121.4801276	28.92391593
1245	?????	????;????;????	170000	?????????(????)	10	???	???	8/30/2019 10:48	121.407802	29.10172148
1246	????????????	????;??;??	170300	??????	10	???	???	8/2/2019 17:53	120.0764529	27.78177806
1247	?????????	????;????;????	170000	?????100?	10	???	???	8/15/2019 13:57	120.3004945	28.14186378
1248	??????????	????;????;????	170000	??????????88?	10	???	???	8/30/2019 12:54	120.5477786	27.79500422
1249	????????	????;????;????	170000	??????????????	10	???	???	8/30/2019 13:54	121.4461092	28.53654108
1250	???????	????;????;????	170000	???????	10	???	???	9/9/2019 15:19	121.0517598	30.79880542
1251	?????	????;??;??	170300	?????????????500?	10	???	???	8/1/2019 18:11	119.7387872	29.94934682
1252	????????	????;????;????	170000	[]	10	???	???	9/10/2019 16:50	119.8695395	31.10359027
1253	??????????	????;??;??	170300	???????6?	10	???	???	9/3/2019 14:55	121.6102764	29.30667158
1254	??????	????;??;??	170300	058???50?	10	???	???	8/1/2019 17:52	119.5191964	29.08935475
1255	?????	????;????;????	170000	[]	10	???	???	8/2/2019 16:49	120.7226548	27.7127523
1256	?????	????;????;????	170000	701???150?	10	???	???	8/2/2019 15:26	120.7811623	30.41774149
1257	?????	????;??;??	170200	????412?	10	???	???	9/2/2019 19:03	120.2106251	29.28043385
1258	?????	????;??????;????????	170400	???????????????100?	10	???	???	9/15/2019 10:58	120.6481631	30.0802545
1259	?????	????;????;????	170000	??????????	10	???	???	9/9/2019 12:22	120.5353986	30.13023103
1260	????????	????;????;????	170000	??????????	10	???	???	8/2/2019 17:45	120.6543657	27.74533725
1261	?????	????;????;????	170000	??????????	10	???	???	9/9/2019 15:03	120.9280414	30.58740029
1262	?????	????;????;????	170000	????????????100?	10	???	???	9/17/2019 11:15	120.4091571	30.19615123
1263	???????	????;??;??	170300	?????200?	10	???	???	8/6/2019 13:30	119.8737097	31.0011963
1264	????????????	????;??;??	170300	????????????50?	10	???	???	8/15/2019 20:42	121.5881664	28.82518676
1265	???????	????;??;??	170300	???????19?	10	???	???	9/2/2019 21:12	120.5132568	28.07067451
1266	????????	????;????;????	170000	102????????60?	10	???	???	8/15/2019 11:37	119.0280459	30.13023125
1267	????????????	????;????;????	170000	????????????150?	10	???	???	8/15/2019 12:46	121.4885292	28.7747578
1268	??????????	????;??????;??????	70000	???2????	10	???	???	9/16/2019 18:50	121.3174715	28.67920914
1269	?????????????	????;??;??	170200	??????????????	10	???	???	8/15/2019 12:21	121.3892964	30.30880567
1270	???????????	????;????;????	170000	???????	10	???	???	8/27/2019 14:30	121.3105004	30.00590506
1271	??????????	????;??;??	170300	?????????????150?	10	???	???	9/17/2019 12:57	121.5469795	30.1658286
1272	????????	????;??;??	170300	????1423?	10	???	???	8/22/2019 14:59	121.1985721	28.91545159
1273	????????	????;??;??	170300	???????	10	???	???	9/10/2019 10:58	121.4442648	28.53701516
1274	????	????;??????;??????	70000	????150?	10	???	???	8/1/2019 13:51	119.9321818	30.28461191
1275	???????????	????;????;????	170000	?????150?	10	???	???	9/9/2019 14:44	119.5225883	29.09137738
1276	???????????????	????;??;??	170300	???16?	10	???	???	9/17/2019 12:21	120.4621252	30.17899943
1277	??????????????	????;??;??	170300	????5?	10	???	???	9/4/2019 9:29	120.8333953	29.48286974
1278	?????????????	????;????;????	170000	302???50?	10	???	???	8/1/2019 14:25	119.887501	30.04844579
1279	???????????	????;??????;????	60502	???3?	10	???	???	8/19/2019 19:38	120.4159546	29.7851472
1280	???????????????????????	????;??????;??????	60000	????18???	10	???	???	9/9/2019 11:15	121.5509875	29.84487889
1281	?????????????	????;??;??	170200	????????2?	10	???	???	8/31/2019 13:09	120.8241177	29.62734787
1282	?????????(?????)	????;????;????	170000	????	10	???	???	8/29/2019 3:06	120.309309	30.18212591
1283	??????????	????;??;??	170200	????50?	10	???	???	8/15/2019 10:34	120.4468101	30.68546135
1284	??????	????;??;??	170300	?????????????	10	???	???	8/15/2019 10:21	120.8451997	30.43073716
1285	??????????	????;??;??	170300	???????741?	10	???	???	9/4/2019 14:45	121.1751529	30.73581214
1286	????????????	????;??;??	170200	[]	10	???	???	9/17/2019 15:40	119.9321619	30.28459194
1287	????????????????	????;??;??	170300	???11?	10	???	???	9/12/2019 16:17	119.8125387	28.92790444
1289	??????????????????????	????;??;??	170200	?????????????150?	10	???	???	8/29/2019 12:05	120.5591612	30.02793901
1290	?????????????(??)?	?????????;????;??????	130100	????	10	???	???	8/15/2019 10:43	119.8567409	29.1729432
1291	???????????????	????;????;????	170000	????????????500?	10	???	???	8/19/2019 10:07	120.9937732	28.09252387
1292	????????	????;??;??	170200	???????????50?	10	???	???	8/1/2019 15:17	120.3464439	27.6376801
1293	?????????????	????;??;??	170200	????412??????	10	???	???	9/12/2019 10:11	120.2106952	29.28043293
1294	????????????	????;??;??	170200	???????????????	10	???	???	8/27/2019 21:55	121.44433	28.53712225
1295	???????????????	????;??;??	170300	??????16??????50?	10	???	???	8/26/2019 10:58	120.4366886	30.52276715
1296	????????	????;??;??	170200	??????????200?	10	???	???	9/12/2019 14:32	121.4462244	28.53656431
1297	??????????	????;??;??	170200	???????????????(?????)	10	???	???	8/21/2019 10:04	121.446904	28.53706851
1298	???????????	????;??;??	170200	??????????????(???)	10	???	???	9/2/2019 19:00	121.4098802	29.29892382
1299	????????????	????;??;??	170300	?????	10	???	???	9/4/2019 14:02	120.333224	30.57386539
1301	????????????	????;????;????	170000	???	10	???	???	8/16/2019 16:27	119.9846359	28.87393635
1302	????????????	????;??;??	170300	?????	10	???	???	9/16/2019 4:53	120.6861166	27.77768658
1303	?????????????	????;??;??	170300	???318????????	10	???	???	8/30/2019 13:41	120.2230742	30.83741021
1304	??????????	????;??;??	170300	???2?	10	???	???	9/6/2019 10:38	120.8241097	29.62741583
1305	????????	????;????;????	170000	???????	10	???	???	8/2/2019 13:53	120.8960676	30.05755887
1306	??????????	????;??;??	170300	?????50?	10	???	???	8/21/2019 19:11	121.1625645	30.65148289
1307	???????	????;??;??	170200	213???????8?	10	???	???	9/7/2019 22:36	121.1458737	30.10359492
1308	??????????????????	????;??;??	170300	????229?	10	???	???	8/15/2019 11:47	120.8096489	30.68061477
1309	??????????	????;????;????	170000	????150?	10	???	???	8/28/2019 16:04	119.9619285	30.31715647
1311	????????????	????;????;????	170000	???	10	???	???	8/16/2019 16:27	119.9846359	28.87393635
1312	????????????	????;??;??	170300	?????	10	???	???	9/16/2019 4:53	120.6861166	27.77768658
1313	?????????????????	????;??;??	170200	?????????8?	10	???	???	9/17/2019 10:42	120.5813924	30.49685391
1314	?????????????	????;??;??	170300	???318????????	10	???	???	8/30/2019 13:41	120.2230742	30.83741021
1315	??????????	????;??;??	170300	???2?	10	???	???	9/6/2019 10:38	120.8241097	29.62741583
1316	????????	????;????;????	170000	???????	10	???	???	8/2/2019 13:53	120.8960676	30.05755887
1317	???????????	????;??????;??????	70000	????150?	10	???	???	8/15/2019 10:59	121.011435	30.71561201
1319	??????????	?????????;????;??????	130100	???113?2?	10	???	???	8/27/2019 16:50	118.8760859	28.94655175
1320	??????????	?????????;????;??????????	130104	???????264?	10	???	???	9/9/2019 15:51	121.1449496	27.83454917
1321	??????????	?????????;????;??????????	130103	???????113???	10	???	???	8/6/2019 13:35	118.8759878	28.94652968
1322	??????????????????	????;??;??	170300	????229?	10	???	???	8/15/2019 11:47	120.8096489	30.68061477
1323	??????????	????;????;????	170000	????150?	10	???	???	8/28/2019 16:04	119.9619285	30.31715647
1324	????????????	????;????;????	170000	?????????????????100?	10	???	???	8/29/2019 15:33	121.044253	30.19158194
1325	???????????	????;??;??	170200	????50?	10	???	???	8/2/2019 13:21	120.5701209	27.73580085
1326	???????????	?????????;????;??????????	130104	???1?????16?	10	???	???	8/15/2019 21:12	120.6359255	28.01001486
1327	????????????	????;??;??	170200	???	10	???	???	8/2/2019 17:35	119.8880598	30.04722603
1328	?????????	????;??;??	170300	???????????10?	10	???	???	8/27/2019 18:16	121.5775546	28.34596068
1329	????????????	????;??;??	170200	?????	10	???	???	8/14/2019 23:30	119.9582999	29.20013203
1330	????????????	?????????;????;????	130407	?????????????????	10	???	???	9/12/2019 13:06	120.6913973	28.15111954
1331	???????????????	????;??;??	170200	???	10	???	???	9/11/2019 11:38	119.6155669	29.11410578
1332	??????????	?????????;????;??????	130100	????	10	???	???	9/16/2019 15:38	120.6925218	27.99605053
1333	??????????	?????????;????;??????	130100	????236?(?????????)	10	???	???	8/21/2019 11:48	120.6706576	28.01539839
1334	?????????????	????;????;??????	60703	?????????????50?	10	???	???	8/23/2019 0:01	120.9320505	30.52084699
1335	??????????	?????????;????;??????????	130104	????210?	10	???	???	9/2/2019 15:05	120.649673	27.77922702
1337	?????????????	?????????;????;??????????	130104	???159???	10	???	???	9/15/2019 15:47	121.3796838	29.11755463
1338	????????????	?????????;????;??????????	130103	????740?	10	???	???	8/15/2019 21:19	119.6296155	29.09700026
1341	????????????	?????????;????;??????????	130104	????????3?	10	???	???	8/19/2019 11:06	122.100038	30.01788226
1342	????????????	?????????;????;??????????	130104	???????128?	10	???	???	9/3/2019 22:40	119.904542	31.00862905
1343	???????????	????;????;????	170000	????????(??????????)	10	???	???	8/26/2019 16:55	119.9832284	28.87424232
1344	????????????	?????????;????;??????????	130104	???22?	10	???	???	8/29/2019 15:45	119.6735234	29.80674347
1345	?????????????	?????????;????;??????????	130104	????????????	10	???	???	8/23/2019 18:14	119.9010127	31.01097456
1348	???????????????	?????????;????;??????????	130103	???319???????	10	???	???	9/9/2019 14:05	118.8760899	28.94655275
1349	??????????????	?????????;????;??????????	130103	???????????100?	10	???	???	9/16/2019 16:02	120.7527334	30.76814099
1350	???????????	????;????;??????	60703	???103???	10	???	???	8/1/2019 15:44	121.5016524	29.82680752
1351	?????????????	?????????;????;??????????	130104	???279??	10	???	???	9/5/2019 17:27	119.8072102	28.89229184
1353	????????????????????	?????????;????;??????	130100	????125???	10	???	???	9/17/2019 11:29	119.1320738	28.07792044
1354	????????????????????	?????????;????;??????????	130103	???530?	10	???	???	9/14/2019 19:42	119.654822	29.11136908
1355	?????????????????????	?????????;????;??????????	130103	???530?	10	???	???	8/15/2019 21:17	119.654822	29.11136908
1356	??????????????????	?????????;????;??????	130100	???????50?	10	???	???	8/15/2019 20:45	121.3076029	28.56458537
1357	????????????????????????	?????????;????;??????	130100	???72???	10	???	???	8/27/2019 17:13	120.488226	30.26315046
1358	????????????????????????	????;????;??????	60703	????????(???)	10	???	???	9/10/2019 13:37	121.5790827	29.99096736
1359	??????(????)	????;????;??????	60703	???136?	10	???	???	8/24/2019 11:09	120.2944092	30.42749235
1360	??????????????	????;??;??	170200	???????50?	10	???	???	9/2/2019 19:00	121.3078654	28.56451892
1361	?????????	????;??????;??????	60000	213???????8???	10	???	???	9/4/2019 10:50	121.1458978	30.10359596
1413	????????????	????;??;??	170300	?????	8	???	???	8/15/2019 11:21	117.2859306	31.90940459
1414	?????	????;????;????	170000	205??????	8	???	???	8/15/2019 12:16	118.3699262	30.96508959
1415	?????	????;????;????	170000	?????????	8	???	???	8/27/2019 11:46	117.6165233	33.49038164
1416	?????	????;????;????	170000	[]	8	???	???	8/27/2019 10:31	116.8976113	30.94831081
1417	???????	????;????;????	170000	??????	8	???	???	9/3/2019 9:46	118.2266184	31.31258362
1418	?????	????;????;????	170000	??????11?	8	???	???	8/2/2019 17:42	118.6128201	32.22443559
1419	????????	????;??;??	170300	026????	8	???	??	8/28/2019 11:19	116.7231006	32.16929227
1420	?????	????;????;????	170000	005???50?	8	???	???	8/25/2019 14:07	116.1987639	34.42299299
1421	????????????	????;????;????	170000	????	8	???	??	8/14/2019 0:15	117.9521622	33.66260469
1422	????????????	????;??;??	170300	001???100?	8	???	??	9/9/2019 15:22	118.4063391	29.75121159
1423	?????????	????;??;??	170300	?????303???????100?	8	???	???	9/9/2019 12:36	117.5779711	33.5378891
1424	???????	????;??;??	170300	[]	8	???	???	7/31/2019 11:11	116.2738639	32.39119373
1425	???????????	????;??;??	170200	016????	8	???	???	9/16/2019 15:04	116.7054651	33.99756664
1426	??????	????;????;????	170000	[]	8	???	???	9/16/2019 15:45	118.5621213	30.04613383
1427	??????	????;????;????	170000	061???068???????100?	8	???	???	8/27/2019 11:33	115.4391051	32.6481364
1428	??????????	????;????;????	170000	020???50?	8	???	???	9/9/2019 11:35	117.8386281	30.66194814
1429	????????????	????;??;??	170300	303???50?	8	???	???	8/20/2019 12:18	117.4090745	33.56150809
1430	?????????????	????;??;??	170300	030???50?	8	???	???	8/15/2019 21:04	115.4689893	33.05764012
1431	??????????????	????;??;??	170300	066????	8	???	???	9/16/2019 0:36	116.3353146	31.2438698
1432	??????????????	????;????;????	170000	??????034?	8	???	???	9/3/2019 13:42	116.9834087	30.50548101
1433	??????????	????;????;????	170000	??????	8	???	???	8/13/2019 14:12	118.5596661	31.16993637
1434	?????????????	????;??;??	170300	??????	8	???	???	9/2/2019 10:30	117.379241	32.08497295
1435	????????	????;??;??	170300	331???100?	8	???	???	8/2/2019 12:29	117.7570841	31.77604197
1436	?????	????;????;????	170000	[]	8	???	???	8/15/2019 14:08	116.1715608	32.82928481
1437	?????	????;??????;????	60501	S302(????)	8	???	???	9/3/2019 10:05	117.5542213	33.75672547
1438	?????	????;??;??	170300	??????????	8	???	???	8/16/2019 10:46	118.3021501	32.06877372
1439	????????	????;??;??	170300	???50?	8	????	???	8/12/2019 14:55	118.1228245	31.73884321
1440	??????????	????;??;??	170300	106???50?	8	???	???	8/1/2019 12:11	114.918486	32.9671815
1441	?????	????;????;????	170000	????????33???????(??)????	8	???	???	9/8/2019 11:15	118.4113862	32.39550381
1442	?????	????;????;????	170000	025???50?	8	???	???	8/31/2019 10:34	117.0604157	31.04285645
1443	?????????	????;??;??	170300	206???100?	8	???	???	8/15/2019 23:24	117.0220973	33.44841642
1444	?????	????;????;????	170000	????100?	8	???	???	9/6/2019 18:23	115.5862823	32.6032316
1445	???????????	????;????;????	170000	???	8	???	???	9/12/2019 13:29	116.27465	33.23361629
1446	??????????	????;??;??	170300	308???50?	8	???	???	9/2/2019 10:04	115.5033784	33.22560297
1447	??????????	????;????;????	170000	?????150?	8	???	???	7/5/2019 13:58	117.993127	32.77069547
